Results:		
Total: 7532 
True: 6176 
False: 1356

82% accuracy

https://github.com/javedsha/text-classification/blob/master/Text%2BClassification%2Busing%2Bpython%2C%2Bscikit%2Band%2Bnltk.ipynb

categories =[
 'alt.atheism',
 'sci.space',
 'comp.graphics',
 'talk.religion.misc',
 
 'comp.os.ms-windows.misc',
 'comp.sys.ibm.pc.hardware',
 'comp.sys.mac.hardware',
 'comp.windows.x',
 'misc.forsale',
 'rec.autos',
 'rec.motorcycles',
 'rec.sport.baseball',
 'rec.sport.hockey',
 'sci.crypt',
 'sci.electronics',
 'sci.med',
 'soc.religion.christian',
 'talk.politics.guns',
 'talk.politics.mideast',
 'talk.politics.misc',
 
 
 ]

ID,TAG_WEIGHT,TAG_RETURNED,TAG_EXPECTED,OUTCOME,OUTCOME_HFQ_REMOVED,TAG_RETURNED_HFQ_REMOVED,TAG_WEIGHT_HFQ_REMOVED
0,15.0544539795444,rec.motorcycles,rec.autos,False,False,rec.motorcycles,10.16128635901052
1,30.912260309916622,sci.crypt,comp.windows.x,False,False,rec.autos,10.010198242420119
2,15.063967534772898,alt.atheism,alt.atheism,True,False,soc.religion.christian,0.478727934692727
3,185.5422812876786,talk.politics.mideast,talk.politics.mideast,True,True,talk.politics.mideast,116.43138729465164
4,32.52952247071218,alt.atheism,talk.religion.misc,False,False,alt.atheism,1.683588711993185
5,234.43359448493766,sci.med,sci.med,True,True,sci.med,109.04917056651477
6,5.327356813616579,soc.religion.christian,soc.religion.christian,True,True,soc.religion.christian,2.438375463350269
7,13.290151006016474,comp.os.ms-windows.misc,soc.religion.christian,False,False,comp.graphics,9.344915918660398
8,13.555697395997072,comp.windows.x,comp.windows.x,True,True,comp.windows.x,7.38434207615185
9,31.305706700862313,comp.graphics,comp.graphics,True,True,comp.graphics,15.772141642061841
10,15.782971108960623,comp.os.ms-windows.misc,comp.os.ms-windows.misc,True,True,comp.os.ms-windows.misc,6.785524063767417
11,24.251163248236868,comp.windows.x,comp.windows.x,True,True,comp.windows.x,17.315925668308612
12,79.022730912443,talk.politics.mideast,talk.politics.mideast,True,True,talk.politics.mideast,14.075114678562528
13,28.3471431744783,rec.motorcycles,rec.motorcycles,True,True,rec.motorcycles,3.029081680940609
14,163.28191312889038,soc.religion.christian,alt.atheism,False,False,soc.religion.christian,63.30561279126389
15,96.20537030568512,comp.sys.ibm.pc.hardware,comp.os.ms-windows.misc,False,False,comp.sys.ibm.pc.hardware,42.91581782323759
16,14.628513470314576,comp.sys.mac.hardware,comp.sys.mac.hardware,True,False,comp.windows.x,10.399870147252766
17,12.941568645390667,comp.graphics,comp.graphics,True,True,comp.graphics,1.4789318570586554
18,21.843052606206587,misc.forsale,misc.forsale,True,False,comp.sys.ibm.pc.hardware,14.167258503575962
19,16.797024744786924,talk.politics.guns,talk.politics.guns,True,True,talk.politics.guns,4.880835228127337
20,102.91418444901073,talk.politics.mideast,comp.graphics,False,False,talk.politics.mideast,97.73221954909394
21,8.520505334138132,misc.forsale,misc.forsale,True,False,comp.os.ms-windows.misc,3.6136083042840648
22,154.15702614021342,talk.politics.mideast,talk.politics.mideast,True,True,talk.politics.mideast,112.83972446055262
23,24.6439982350171,sci.space,sci.space,True,True,sci.space,7.962491380581863
